DATETIME,OPEN,HIGH,LOW,FINAL,VOLUME
2010-12-31,9145.0,9145.0,9145.0,9145.0,0.0
2011-01-04,9295.0,9295.0,9295.0,9295.0,0.0
2011-01-05,9465.0,9465.0,9465.0,9465.0,0.0
2011-01-06,9365.0,9365.0,9365.0,9365.0,0.0
2011-01-07,9335.0,9335.0,9335.0,9335.0,0.0
2011-01-10,9115.0,9115.0,9115.0,9115.0,0.0
2011-01-11,9225.0,9225.0,9225.0,9225.0,0.0
2011-01-12,9340.0,9340.0,9340.0,9340.0,0.0
2011-01-13,9300.0,9300.0,9300.0,9300.0,0.0
2011-01-14,9195.0,9195.0,9195.0,9195.0,0.0
2011-01-17,8955.0,8955.0,8955.0,8955.0,0.0
2011-01-18,8920.0,8920.0,8920.0,8920.0,0.0
2011-01-19,9040.0,9040.0,9040.0,9040.0,0.0
2011-01-20,8865.0,8865.0,8865.0,8865.0,0.0
2011-01-21,8970.0,8970.0,8970.0,8970.0,0.0
2011-01-24,8895.0,8895.0,8895.0,8895.0,0.0
2011-01-25,8890.0,8890.0,8890.0,8890.0,0.0
2011-01-26,8970.0,8970.0,8970.0,8970.0,0.0
2011-01-27,9050.0,9050.0,9050.0,9050.0,0.0
2011-01-28,9050.0,9050.0,9050.0,9050.0,0.0
2011-01-31,9130.0,9130.0,9130.0,9130.0,0.0
2011-02-01,9135.0,9135.0,9135.0,9135.0,0.0
2011-02-09,9000.0,9000.0,9000.0,9000.0,0.0
2011-02-10,9170.0,9170.0,9170.0,9170.0,0.0
2011-02-11,9190.0,9190.0,9190.0,9190.0,0.0
2011-02-14,9510.0,9510.0,9510.0,9510.0,0.0
2011-02-15,9515.0,9515.0,9515.0,9515.0,0.0
2011-02-16,9515.0,9515.0,9515.0,9515.0,0.0
2011-02-17,9500.0,9500.0,9500.0,9500.0,0.0
2011-02-18,9445.0,9445.0,9445.0,9445.0,0.0
2011-02-21,9490.0,9490.0,9490.0,9490.0,0.0
2011-02-22,9190.0,9190.0,9190.0,9190.0,0.0
2011-02-23,9190.0,9190.0,9190.0,9190.0,0.0
2011-02-24,9205.0,9205.0,9205.0,9205.0,0.0
2011-02-25,9280.0,9280.0,9280.0,9280.0,0.0
2011-02-28,9350.0,9350.0,9350.0,9350.0,0.0
2011-03-01,9430.0,9430.0,9430.0,9430.0,0.0
2011-03-02,9420.0,9420.0,9420.0,9420.0,0.0
2011-03-03,9500.0,9500.0,9500.0,9500.0,0.0
2011-03-04,9615.0,9615.0,9615.0,9615.0,0.0
2011-03-07,9780.0,9780.0,9780.0,9780.0,0.0
2011-03-08,9780.0,9780.0,9780.0,9780.0,0.0
2011-03-09,9805.0,9805.0,9805.0,9805.0,0.0
2011-03-10,9570.0,9570.0,9570.0,9570.0,0.0
2011-03-11,9460.0,9460.0,9460.0,9460.0,0.0
2011-03-14,9495.0,9495.0,9495.0,9495.0,0.0
2011-03-15,9285.0,9285.0,9285.0,9285.0,0.0
2011-03-16,9465.0,9465.0,9465.0,9465.0,0.0
2011-03-17,9320.0,9320.0,9320.0,9320.0,0.0
2011-03-18,9380.0,9380.0,9380.0,9380.0,0.0
2011-03-21,9335.0,9335.0,9335.0,9335.0,0.0
2011-03-22,9475.0,9475.0,9475.0,9475.0,0.0
2011-03-23,9485.0,9485.0,9485.0,9485.0,0.0
2011-03-24,9510.0,9510.0,9510.0,9510.0,0.0
2011-03-25,9570.0,9570.0,9570.0,9570.0,0.0
2011-03-28,9575.0,9575.0,9575.0,9575.0,0.0
2011-03-29,9565.0,9565.0,9565.0,9565.0,0.0
2011-03-30,9570.0,9570.0,9570.0,9570.0,0.0
2011-03-31,9565.0,9565.0,9565.0,9565.0,0.0
2011-04-01,9695.0,9695.0,9695.0,9695.0,0.0
2011-04-06,9865.0,9865.0,9865.0,9865.0,0.0
2011-04-07,9975.0,9975.0,9975.0,9975.0,0.0
2011-04-08,10000.0,10000.0,10000.0,10000.0,0.0
2011-04-11,9935.0,9935.0,9935.0,9935.0,0.0
2011-04-12,9855.0,9855.0,9855.0,9855.0,0.0
2011-04-13,10050.0,10050.0,10050.0,10050.0,0.0
2011-04-14,10020.0,10020.0,10020.0,10020.0,0.0
2011-04-15,10020.0,10020.0,10020.0,10020.0,0.0
2011-04-18,9995.0,9995.0,9995.0,9995.0,0.0
2011-04-19,9800.0,9800.0,9800.0,9800.0,0.0
2011-04-20,9830.0,9830.0,9830.0,9830.0,0.0
2011-04-21,9900.0,9900.0,9900.0,9900.0,0.0
2011-04-22,9780.0,9780.0,9780.0,9780.0,0.0
2011-04-25,9695.0,9695.0,9695.0,9695.0,0.0
2011-04-26,9665.0,9665.0,9665.0,9665.0,0.0
2011-04-27,9640.0,9640.0,9640.0,9640.0,0.0
2011-04-28,9605.0,9605.0,9605.0,9605.0,0.0
2011-04-29,9645.0,9645.0,9645.0,9645.0,0.0
2011-05-03,9665.0,9665.0,9665.0,9665.0,0.0
2011-05-04,9360.0,9360.0,9360.0,9360.0,0.0
2011-05-05,9385.0,9385.0,9385.0,9385.0,0.0
2011-05-06,9365.0,9365.0,9365.0,9365.0,0.0
2011-05-09,9360.0,9360.0,9360.0,9360.0,0.0
2011-05-10,9410.0,9410.0,9410.0,9410.0,0.0
2011-05-11,9395.0,9395.0,9395.0,9395.0,0.0
2011-05-12,9245.0,9245.0,9245.0,9245.0,0.0
2011-05-13,9375.0,9375.0,9375.0,9375.0,0.0
2011-05-16,9265.0,9265.0,9265.0,9265.0,0.0
2011-05-17,9290.0,9290.0,9290.0,9290.0,0.0
2011-05-18,9355.0,9355.0,9355.0,9355.0,0.0
2011-05-19,9360.0,9360.0,9360.0,9360.0,0.0
2011-05-20,9350.0,9350.0,9350.0,9350.0,0.0
2011-05-23,9095.0,9095.0,9095.0,9095.0,0.0
2011-05-24,9080.0,9080.0,9080.0,9080.0,0.0
2011-05-25,8985.0,8985.0,8985.0,8985.0,0.0
2011-05-26,9010.0,9010.0,9010.0,9010.0,0.0
2011-05-27,9005.0,9005.0,9005.0,9005.0,0.0
2011-05-30,9005.0,9005.0,9005.0,9005.0,0.0
2011-05-31,9190.0,9190.0,9190.0,9190.0,0.0
2011-06-01,9180.0,9180.0,9180.0,9180.0,0.0
2011-06-02,9015.0,9015.0,9015.0,9015.0,0.0
2011-06-03,9025.0,9025.0,9025.0,9025.0,0.0
2011-06-07,9055.0,9055.0,9055.0,9055.0,0.0
2011-06-08,9045.0,9045.0,9045.0,9045.0,0.0
2011-06-09,8895.0,8895.0,8895.0,8895.0,0.0
2011-06-10,8890.0,8890.0,8890.0,8890.0,0.0
2011-06-13,8890.0,8890.0,8890.0,8890.0,0.0
2011-06-14,8975.0,8975.0,8975.0,8975.0,0.0
2011-06-15,8915.0,8915.0,8915.0,8915.0,0.0
2011-06-16,8820.0,8820.0,8820.0,8820.0,0.0
2011-06-17,8750.0,8750.0,8750.0,8750.0,0.0
2011-06-20,8720.0,8720.0,8720.0,8720.0,0.0
2011-06-21,8785.0,8785.0,8785.0,8785.0,0.0
2011-06-22,8805.0,8805.0,8805.0,8805.0,0.0
2011-06-23,8895.0,8895.0,8895.0,8895.0,0.0
2011-06-24,9155.0,9155.0,9155.0,9155.0,0.0
2011-06-27,9190.0,9190.0,9190.0,9190.0,0.0
2011-06-28,9155.0,9155.0,9155.0,9155.0,0.0
2011-06-29,9030.0,9030.0,9030.0,9030.0,0.0
2011-06-30,9215.0,9215.0,9215.0,9215.0,0.0
2011-07-01,9185.0,9185.0,9185.0,9185.0,0.0
2011-07-04,9370.0,9370.0,9370.0,9370.0,0.0
2011-07-05,9375.0,9375.0,9375.0,9375.0,0.0
2011-07-06,9315.0,9315.0,9315.0,9315.0,0.0
